dataset,seed,eps,mechanism,provenance,m_orig,m_released,auc_heur,auc_logreg,auc_degaware,auc_svd,auc_seed,auc_max,deg_dist_norm,clust_err,spec_err,comm_nmi_gt
ego-Facebook,2,1.0,PrivDPR,paper-derived-compatible-reimplementation,88234,88234,0.7925515000000001,0.803732,0.818666,0.7514240000000001,0.8140875000000001,0.818666,0.6072149058186191,0.5015955243124653,0.1027192421832656,
ego-Facebook,2,2.0,PrivGraph,official-core-sparse-reimplementation,88234,88242,0.68022,0.7461439999999999,0.8447799999999999,0.7200359999999999,0.7578765,0.8447799999999999,0.2836548269374619,0.5701776446081752,0.4768442169288188,
ego-Facebook,2,2.0,DPGVAE,paper-derived-compatible-reimplementation,88234,88234,0.839878,0.8372120000000001,0.886456,0.8782199999999999,0.850661,0.886456,0.332502210032414,0.5400875902345224,0.6095913005452469,
ego-Facebook,2,2.0,DPGGAN,paper-derived-compatible-reimplementation,88234,88234,0.7957160000000001,0.7969959999999999,0.8337379999999999,0.786796,0.8261934999999998,0.8337379999999999,0.5518394269782626,0.5236758368900802,0.0018229765906705,
ego-Facebook,2,2.0,GraphPub,paper-derived-compatible-reimplementation-no-public-code-found,88234,88230,0.7736825,0.8105840000000001,0.8384480000000001,0.783128,0.8307654999999999,0.8384480000000001,0.0098714781150123,0.53989078926525,0.1729331636605579,
ego-Facebook,2,2.0,PrivDPR,paper-derived-compatible-reimplementation,88234,88234,0.7681224999999998,0.8104640000000001,0.825194,0.7604280000000001,0.8161295000000001,0.825194,0.6080989187841425,0.5222895636947992,0.1041715081397952,
ca-GrQc,0,0.5,PrivGraph,official-core-sparse-reimplementation,14484,14491,0.540553,0.6835879999999999,0.82835,0.5689200000000001,0.7267764999999999,0.82835,0.2750621375310689,0.5327591771194232,0.5951660562090572,
ca-GrQc,0,0.5,DPGVAE,paper-derived-compatible-reimplementation,14484,14484,0.4995029999999998,0.519764,0.800326,0.473202,0.6281635000000001,0.800326,0.4889533278099974,0.5352245702326494,0.8316215482431389,
ca-GrQc,0,0.5,DPGGAN,paper-derived-compatible-reimplementation,14484,14484,0.5420185000000001,0.7230599999999999,0.8085279999999999,0.699796,0.7391115,0.8085279999999999,0.3165561999447668,0.5333734869756505,0.6680875135330746,
ca-GrQc,0,0.5,GraphPub,paper-derived-compatible-reimplementation-no-public-code-found,14484,15507,0.643179,0.806268,0.8327300000000001,0.707612,0.8171355,0.8327300000000001,0.138290527478597,0.5198861063882813,0.1088134715782416,
ca-GrQc,0,0.5,PrivDPR,paper-derived-compatible-reimplementation,14484,14484,0.6212845,0.781012,0.830044,0.7435739999999998,0.7922325,0.830044,0.517743717205192,0.5300792439386781,0.4703915464793619,
ca-GrQc,0,1.0,PrivGraph,official-core-sparse-reimplementation,14484,14502,0.5457380000000001,0.69945,0.8050980000000001,0.607848,0.7284845,0.8050980000000001,0.2810687655343828,0.5338203641800092,0.5862090301519756,
ca-GrQc,0,1.0,DPGVAE,paper-derived-compatible-reimplementation,14484,14484,0.5029934999999999,0.5438599999999999,0.82772,0.545478,0.630669,0.82772,0.4837752002209335,0.5317091934525667,0.8310155443080455,
ca-GrQc,0,1.0,DPGGAN,paper-derived-compatible-reimplementation,14484,14484,0.5836405,0.774576,0.8241,0.740288,0.7765535,0.8241,0.4279895056614197,0.530988024512688,0.540989297190073,
ca-GrQc,0,1.0,GraphPub,paper-derived-compatible-reimplementation-no-public-code-found,14484,14935,0.6296280000000001,0.79753,0.824308,0.6975419999999999,0.8065789999999999,0.824308,0.0989367578017121,0.5197213483400753,0.1067556955914522,
ca-GrQc,0,1.0,PrivDPR,paper-derived-compatible-reimplementation,14484,14484,0.6128945,0.788006,0.8279160000000001,0.7632079999999998,0.7811,0.8279160000000001,0.5260287213476941,0.5285067100593644,0.466104857027917,
ca-GrQc,0,2.0,PrivGraph,official-core-sparse-reimplementation,14484,14480,0.551177,0.7222959999999999,0.8389300000000001,0.630678,0.7529969999999999,0.8389300000000001,0.2904584368958852,0.5311836378371236,0.5764420045247651,
ca-GrQc,0,2.0,DPGVAE,paper-derived-compatible-reimplementation,14484,14484,0.5165025,0.663742,0.837478,0.6227619999999999,0.6884265,0.837478,0.4306130903065453,0.5348258007015269,0.8189625451193935,
ca-GrQc,0,2.0,DPGGAN,paper-derived-compatible-reimplementation,14484,14484,0.6077120000000001,0.791702,0.8356319999999999,0.7640199999999998,0.7981715,0.8356319999999999,0.4600248550124276,0.5317021684872572,0.5230571795232807,
ca-GrQc,0,2.0,GraphPub,paper-derived-compatible-reimplementation-no-public-code-found,14484,14709,0.6352260000000001,0.810986,0.82193,0.727188,0.8126325,0.82193,0.0881662524164595,0.5171320672564299,0.0844534106510231,
ca-GrQc,0,2.0,PrivDPR,paper-derived-compatible-reimplementation,14484,14484,0.6210205,0.796168,0.8283260000000001,0.749054,0.8021054999999999,0.8283260000000001,0.5219552609776306,0.5293197429164939,0.4702475629792584,
ca-GrQc,1,0.5,PrivGraph,official-core-sparse-reimplementation,14484,14414,0.5306354999999999,0.682992,0.83194,0.603352,0.7320145000000001,0.83194,0.2828638497652583,0.5334890205817865,0.6439268839397287,
ca-GrQc,1,0.5,DPGVAE,paper-derived-compatible-reimplementation,14484,14484,0.502993,0.528186,0.8164480000000001,0.516724,0.643154,0.8164480000000001,0.4968240817453743,0.5342301724735457,0.8334530430951284,
ca-GrQc,1,0.5,DPGGAN,paper-derived-compatible-reimplementation,14484,14484,0.5366299999999999,0.715048,0.802756,0.728096,0.7489520000000001,0.802756,0.3188345760839546,0.5333435570014925,0.6668926931324777,
ca-GrQc,1,0.5,GraphPub,paper-derived-compatible-reimplementation-no-public-code-found,14484,15536,0.6292005,0.8132519999999999,0.8276219999999999,0.7102559999999999,0.8151749999999999,0.8276219999999999,0.1355979011322838,0.5182293516969019,0.0878781577632939,
ca-GrQc,1,0.5,PrivDPR,paper-derived-compatible-reimplementation,14484,14484,0.6325664999999999,0.8070879999999999,0.8163320000000001,0.793392,0.8059375,0.8163320000000001,0.5236813035073185,0.5286595624640434,0.4683622259018272,
ca-GrQc,1,1.0,PrivGraph,official-core-sparse-reimplementation,14484,14469,0.529612,0.6646340000000001,0.83113,0.583972,0.7248255,0.83113,0.3075807787903895,0.5343214788856439,0.6307479938984568,
ca-GrQc,1,1.0,DPGVAE,paper-derived-compatible-reimplementation,14484,14484,0.504507,0.580928,0.824846,0.51424,0.62748,0.824846,0.4840513670256836,0.5335338981596244,0.8301096904896773,
ca-GrQc,1,1.0,DPGGAN,paper-derived-compatible-reimplementation,14484,14484,0.601747,0.764196,0.8088019999999999,0.7640519999999998,0.773275,0.8088019999999999,0.4268848384424194,0.528943772168276,0.5409993313632759,
ca-GrQc,1,1.0,GraphPub,paper-derived-compatible-reimplementation-no-public-code-found,14484,14872,0.6466455,0.820844,0.84341,0.727656,0.8286664999999999,0.84341,0.0975559237779619,0.5207400174165712,0.0895211778615564,
ca-GrQc,1,1.0,PrivDPR,paper-derived-compatible-reimplementation,14484,14484,0.620448,0.7990039999999999,0.8344119999999999,0.7606040000000001,0.8029744999999999,0.8344119999999999,0.5278238055785696,0.5298382310841337,0.463782339661597,
ca-GrQc,1,2.0,PrivGraph,official-core-sparse-reimplementation,14484,14480,0.5507375,0.684584,0.8100719999999999,0.6112839999999999,0.7241595,0.8100719999999999,0.2928058547362608,0.5334636961180036,0.5687107804803623,
