dataset,seed,eps,mechanism,sampler,eval_pos,mean_log_degree_product_gap,m_orig,m_released,auc_heur,auc_logreg,auc_degaware,auc_svd,auc_seed,auc_release_max,auc_aux_max,auc_max
ego-Facebook,0,1.0,swap,degree_matched,1000,0.0502778709440881,88234,88234,0.9701715,0.989584,0.99255,0.972112,0.9797805,0.989584,0.99255,0.99255
ego-Facebook,0,2.0,tmf,degree_matched,1000,0.0502778709440881,88234,89109,0.597314,0.6060619999999999,0.617748,0.7103200000000001,0.6200490000000001,0.7103200000000001,0.6200490000000001,0.7103200000000001
ego-Facebook,0,2.0,dk1dp,degree_matched,1000,0.0502778709440881,88234,85621,0.4998755,0.4645,0.5271779999999999,0.499548,0.5341135,0.4998755,0.5341135,0.5341135
ego-Facebook,0,2.0,dk2dp,degree_matched,1000,0.0502778709440881,88234,88242,0.5193730000000001,0.515668,0.5322600000000001,0.570676,0.5437585,0.570676,0.5437585,0.570676
ego-Facebook,0,2.0,swap,degree_matched,1000,0.0502778709440881,88234,88234,0.9918555,0.998088,0.998016,0.981216,0.991093,0.998088,0.998016,0.998088
ego-Facebook,0,3.0,tmf,degree_matched,1000,0.0502778709440881,88234,88176,0.750978,0.796262,0.80688,0.917532,0.7136925000000001,0.917532,0.80688,0.917532
ego-Facebook,0,3.0,dk1dp,degree_matched,1000,0.0502778709440881,88234,85691,0.5032065,0.5313,0.509418,0.509316,0.548852,0.5313,0.548852,0.548852
ego-Facebook,0,3.0,dk2dp,degree_matched,1000,0.0502778709440881,88234,88229,0.5248045,0.528984,0.533808,0.571912,0.5441885,0.571912,0.5441885,0.571912
ego-Facebook,0,3.0,swap,degree_matched,1000,0.0502778709440881,88234,88234,0.998964,0.998092,0.99806,0.979968,0.995892,0.998964,0.99806,0.998964
ego-Facebook,0,5.0,tmf,degree_matched,1000,0.0502778709440881,88234,88169,0.978214,0.988866,0.987624,0.971264,0.9762295,0.988866,0.987624,0.988866
ego-Facebook,0,5.0,dk1dp,degree_matched,1000,0.0502778709440881,88234,85608,0.5030884999999999,0.5064460000000001,0.554318,0.537988,0.5354285,0.537988,0.554318,0.554318
ego-Facebook,0,5.0,dk2dp,degree_matched,1000,0.0502778709440881,88234,88229,0.522156,0.5500160000000001,0.557416,0.589896,0.5460015,0.589896,0.557416,0.589896
ego-Facebook,0,5.0,swap,degree_matched,1000,0.0502778709440881,88234,88234,0.9991645,0.999738,0.999544,0.97932,0.997753,0.999738,0.999544,0.999738
ego-Facebook,1,0.5,tmf,degree_matched,1000,0.0555942336775262,88234,88096,0.5057595,0.512706,0.579516,0.509912,0.583393,0.512706,0.583393,0.583393
ego-Facebook,1,0.5,dk1dp,degree_matched,1000,0.0555942336775262,88234,86087,0.509499,0.539866,0.5627279999999999,0.5142439999999999,0.5466405000000001,0.539866,0.5627279999999999,0.5627279999999999
ego-Facebook,1,0.5,dk2dp,degree_matched,1000,0.0555942336775262,88234,88207,0.521702,0.539832,0.526396,0.59124,0.5420784999999999,0.59124,0.5420784999999999,0.59124
ego-Facebook,1,0.5,swap,degree_matched,1000,0.0555942336775262,88234,88234,0.927009,0.98271,0.987212,0.936924,0.95323,0.98271,0.987212,0.987212
ego-Facebook,1,1.0,tmf,degree_matched,1000,0.0555942336775262,88234,88022,0.520285,0.501868,0.577302,0.517544,0.5822645,0.520285,0.5822645,0.5822645
ego-Facebook,1,1.0,dk1dp,degree_matched,1000,0.0555942336775262,88234,85667,0.5213655,0.512836,0.5645,0.516236,0.5583899999999999,0.5213655,0.5645,0.5645
ego-Facebook,1,1.0,dk2dp,degree_matched,1000,0.0555942336775262,88234,88261,0.537004,0.536772,0.53216,0.600304,0.550979,0.600304,0.550979,0.600304
ego-Facebook,1,1.0,swap,degree_matched,1000,0.0555942336775262,88234,88234,0.965037,0.990224,0.991332,0.954912,0.9740565,0.990224,0.991332,0.991332
ego-Facebook,1,2.0,tmf,degree_matched,1000,0.0555942336775262,88234,88223,0.5633095,0.57893,0.62402,0.744916,0.5887725,0.744916,0.62402,0.744916
ego-Facebook,1,2.0,dk1dp,degree_matched,1000,0.0555942336775262,88234,85597,0.503665,0.4690419999999999,0.5266379999999999,0.523276,0.533551,0.523276,0.533551,0.533551
ego-Facebook,1,2.0,dk2dp,degree_matched,1000,0.0555942336775262,88234,88231,0.527107,0.536084,0.533956,0.569808,0.5418895,0.569808,0.5418895,0.569808
ego-Facebook,1,2.0,swap,degree_matched,1000,0.0555942336775262,88234,88234,0.992461,0.9954,0.996012,0.973876,0.988511,0.9954,0.996012,0.996012
ego-Facebook,1,3.0,tmf,degree_matched,1000,0.0555942336775262,88234,88064,0.7564655,0.8121079999999999,0.7984,0.904124,0.7240575,0.904124,0.7984,0.904124
ego-Facebook,1,3.0,dk1dp,degree_matched,1000,0.0555942336775262,88234,85500,0.5081789999999999,0.471408,0.519566,0.491064,0.550685,0.5081789999999999,0.550685,0.550685
ego-Facebook,1,3.0,dk2dp,degree_matched,1000,0.0555942336775262,88234,88240,0.5177355,0.501358,0.5282199999999999,0.549228,0.5364805,0.549228,0.5364805,0.549228
ego-Facebook,1,3.0,swap,degree_matched,1000,0.0555942336775262,88234,88234,0.9985305,0.998412,0.999364,0.977932,0.996299,0.9985305,0.999364,0.999364
ego-Facebook,1,5.0,tmf,degree_matched,1000,0.0555942336775262,88234,88301,0.968472,0.98139,0.980108,0.965056,0.963418,0.98139,0.980108,0.98139
ego-Facebook,1,5.0,dk1dp,degree_matched,1000,0.0555942336775262,88234,85673,0.51202,0.50107,0.56353,0.505564,0.542287,0.51202,0.56353,0.56353
ego-Facebook,1,5.0,dk2dp,degree_matched,1000,0.0555942336775262,88234,88232,0.5203635000000001,0.554114,0.5435319999999999,0.566036,0.538103,0.566036,0.5435319999999999,0.566036
ego-Facebook,1,5.0,swap,degree_matched,1000,0.0555942336775262,88234,88234,0.999651,0.999752,0.999896,0.98242,0.997929,0.999752,0.999896,0.999896
ego-Facebook,2,0.5,tmf,degree_matched,1000,0.057517125059996,88234,88189,0.5228315,0.4971239999999999,0.555492,0.512784,0.5773490000000001,0.5228315,0.5773490000000001,0.5773490000000001
ego-Facebook,2,0.5,dk1dp,degree_matched,1000,0.057517125059996,88234,85944,0.514111,0.542858,0.5314880000000001,0.496362,0.5468935,0.542858,0.5468935,0.5468935
ego-Facebook,2,0.5,dk2dp,degree_matched,1000,0.057517125059996,88234,88217,0.5232295,0.534618,0.528468,0.5611999999999999,0.5391584999999999,0.5611999999999999,0.5391584999999999,0.5611999999999999
ego-Facebook,2,0.5,swap,degree_matched,1000,0.057517125059996,88234,88234,0.924944,0.983178,0.982552,0.95164,0.951943,0.983178,0.982552,0.983178
ego-Facebook,2,1.0,tmf,degree_matched,1000,0.057517125059996,88234,88202,0.5144245,0.516146,0.5647679999999999,0.492148,0.570586,0.516146,0.570586,0.570586
ego-Facebook,2,1.0,dk1dp,degree_matched,1000,0.057517125059996,88234,85846,0.5020465000000001,0.52498,0.527986,0.480006,0.5406225,0.52498,0.5406225,0.5406225
ego-Facebook,2,1.0,dk2dp,degree_matched,1000,0.057517125059996,88234,88223,0.523875,0.5273760000000001,0.57152,0.546836,0.542335,0.546836,0.57152,0.57152
ego-Facebook,2,1.0,swap,degree_matched,1000,0.057517125059996,88234,88234,0.961333,0.988644,0.987868,0.952548,0.9691455,0.988644,0.987868,0.988644
ego-Facebook,2,2.0,tmf,degree_matched,1000,0.057517125059996,88234,88494,0.600828,0.5971339999999999,0.656594,0.6977439999999999,0.5887165000000001,0.6977439999999999,0.656594,0.6977439999999999
ego-Facebook,2,2.0,dk1dp,degree_matched,1000,0.057517125059996,88234,85634,0.50739,0.5056419999999999,0.574052,0.503444,0.5437315,0.50739,0.574052,0.574052
ego-Facebook,2,2.0,dk2dp,degree_matched,1000,0.057517125059996,88234,88244,0.5204305,0.535582,0.544336,0.512412,0.5372060000000001,0.535582,0.544336,0.544336
ego-Facebook,2,2.0,swap,degree_matched,1000,0.057517125059996,88234,88234,0.99,0.996868,0.995988,0.964468,0.9865725,0.996868,0.995988,0.996868
ego-Facebook,2,3.0,tmf,degree_matched,1000,0.057517125059996,88234,88371,0.729652,0.793876,0.798384,0.878752,0.7015374999999999,0.878752,0.798384,0.878752
ego-Facebook,2,3.0,dk1dp,degree_matched,1000,0.057517125059996,88234,85663,0.5105279999999999,0.50487,0.5276879999999999,0.4957759999999999,0.5426145,0.5105279999999999,0.5426145,0.5426145
ego-Facebook,2,3.0,dk2dp,degree_matched,1000,0.057517125059996,88234,88228,0.5274745000000001,0.527696,0.543716,0.586104,0.5402325,0.586104,0.543716,0.586104
ego-Facebook,2,3.0,swap,degree_matched,1000,0.057517125059996,88234,88234,0.9974125,0.99894,0.998916,0.963472,0.9941,0.99894,0.998916,0.99894
ego-Facebook,2,5.0,tmf,degree_matched,1000,0.057517125059996,88234,88878,0.9643975,0.9826,0.971404,0.955244,0.959323,0.9826,0.971404,0.9826
ego-Facebook,2,5.0,dk1dp,degree_matched,1000,0.057517125059996,88234,85667,0.512448,0.544512,0.541824,0.523452,0.53527,0.544512,0.541824,0.544512
ego-Facebook,2,5.0,dk2dp,degree_matched,1000,0.057517125059996,88234,88227,0.5230965000000001,0.497,0.511824,0.584052,0.5418045,0.584052,0.5418045,0.584052
ego-Facebook,2,5.0,swap,degree_matched,1000,0.057517125059996,88234,88234,0.999853,0.999964,0.99998,0.965188,0.99803,0.999964,0.99998,0.99998
ca-GrQc,0,0.5,tmf,degree_matched,1000,0.1412775689860068,14484,14448,0.5005090000000001,0.4896999999999999,0.64721,0.484016,0.6234645000000001,0.5005090000000001,0.64721,0.64721
ca-GrQc,0,0.5,dk1dp,degree_matched,1000,0.1412775689860068,14484,16698,0.5135775,0.51488,0.5359259999999999,0.501552,0.5562320000000001,0.51488,0.5562320000000001,0.5562320000000001
ca-GrQc,0,0.5,dk2dp,degree_matched,1000,0.1412775689860068,14484,14526,0.5268959999999999,0.551294,0.593992,0.502324,0.572545,0.551294,0.593992,0.593992
ca-GrQc,0,0.5,swap,degree_matched,1000,0.1412775689860068,14484,14484,0.9241535,0.953758,0.957642,0.7661279999999999,0.9015905,0.953758,0.957642,0.957642
ca-GrQc,0,1.0,tmf,degree_matched,1000,0.1412775689860068,14484,14405,0.5035065,0.4956699999999999,0.616368,0.4801999999999999,0.6243584999999999,0.5035065,0.6243584999999999,0.6243584999999999
ca-GrQc,0,1.0,dk1dp,degree_matched,1000,0.1412775689860068,14484,15100,0.5157084999999999,0.525174,0.539664,0.494064,0.557597,0.525174,0.557597,0.557597
ca-GrQc,0,1.0,dk2dp,degree_matched,1000,0.1412775689860068,14484,14476,0.534721,0.577596,0.6021380000000001,0.529208,0.5479335000000001,0.577596,0.6021380000000001,0.6021380000000001
ca-GrQc,0,1.0,swap,degree_matched,1000,0.1412775689860068,14484,14484,0.957869,0.976976,0.977306,0.822052,0.9449555,0.976976,0.977306,0.977306
ca-GrQc,0,2.0,tmf,degree_matched,1000,0.1412775689860068,14484,14633,0.503517,0.471938,0.63139,0.51276,0.632924,0.51276,0.632924,0.632924
ca-GrQc,0,2.0,dk1dp,degree_matched,1000,0.1412775689860068,14484,14557,0.5116689999999999,0.5267379999999999,0.554652,0.5100119999999999,0.5519965,0.5267379999999999,0.554652,0.554652
ca-GrQc,0,2.0,dk2dp,degree_matched,1000,0.1412775689860068,14484,14482,0.5481195,0.604978,0.57755,0.5914139999999999,0.5573644999999999,0.604978,0.57755,0.604978
ca-GrQc,0,2.0,swap,degree_matched,1000,0.1412775689860068,14484,14484,0.988393,0.995962,0.995596,0.8515760000000001,0.981713,0.995962,0.995596,0.995962
ca-GrQc,0,3.0,tmf,degree_matched,1000,0.1412775689860068,14484,14379,0.51355,0.530388,0.66332,0.516928,0.627741,0.530388,0.66332,0.66332
